kappa_type,task,level,run_id,model_a,model_b,kappa,n,interpretation,kappa_sd,n_pairs
intra_model_stability,code,L4,4_vs_8,openai,openai_run8,0.9324,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_9,openai,openai_run9,0.9421,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_10,openai,openai_run10,0.9136,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_6,openai,openai_run6,0.9037,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_7,openai,openai_run7,0.9807,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_8,openai,openai_run8,0.9422,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_9,openai,openai_run9,0.9519,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_10,openai,openai_run10,0.9426,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_7,openai,openai_run7,0.9229,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_8,openai,openai_run8,0.9229,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_9,openai,openai_run9,0.8942,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_10,openai,openai_run10,0.9042,113.0,Almost Perfect,,
intra_model_stability,code,L4,7_vs_8,openai,openai_run8,0.9614,113.0,Almost Perfect,,
intra_model_stability,code,L4,7_vs_9,openai,openai_run9,0.9326,113.0,Almost Perfect,,
intra_model_stability,code,L4,7_vs_10,openai,openai_run10,0.9425,113.0,Almost Perfect,,
intra_model_stability,code,L4,8_vs_9,openai,openai_run9,0.8941,113.0,Almost Perfect,,
intra_model_stability,code,L4,8_vs_10,openai,openai_run10,0.9617,113.0,Almost Perfect,,
intra_model_stability,code,L4,9_vs_10,openai,openai_run10,0.9139,113.0,Almost Perfect,,
intra_model_stability_mean,code,L4,mean_of_45_pairs,openai,openai_all_pairs,0.9311,,Almost Perfect,0.0205,45.0
intra_model_stability,theme,L4,1_vs_2,openai,openai_run2,0.9415,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_3,openai,openai_run3,0.9414,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_4,openai,openai_run4,0.9296,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_5,openai,openai_run5,0.9648,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_6,openai,openai_run6,0.953,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_7,openai,openai_run7,0.9298,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_8,openai,openai_run8,0.953,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_9,openai,openai_run9,0.9185,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_10,openai,openai_run10,0.9649,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_3,openai,openai_run3,0.93,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_4,openai,openai_run4,0.895,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_5,openai,openai_run5,0.9533,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_6,openai,openai_run6,0.9182,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_7,openai,openai_run7,0.9418,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_8,openai,openai_run8,0.9181,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_9,openai,openai_run9,0.9305,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_10,openai,openai_run10,0.9301,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_4,openai,openai_run4,0.9181,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_5,openai,openai_run5,0.9298,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_6,openai,openai_run6,0.9648,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_7,openai,openai_run7,0.9183,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_8,openai,openai_run8,0.9648,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_9,openai,openai_run9,0.9071,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_10,openai,openai_run10,0.9533,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_5,openai,openai_run5,0.9415,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_6,openai,openai_run6,0.9062,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_7,openai,openai_run7,0.93,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_8,openai,openai_run8,0.9531,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_9,openai,openai_run9,0.9419,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_10,openai,openai_run10,0.9417,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_6,openai,openai_run6,0.9179,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_7,openai,openai_run7,0.965,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_8,openai,openai_run8,0.9648,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_9,openai,openai_run9,0.9535,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_10,openai,openai_run10,0.9533,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_7,openai,openai_run7,0.9065,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_8,openai,openai_run8,0.953,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_9,openai,openai_run9,0.8953,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_10,openai,openai_run10,0.9415,113.0,Almost Perfect,,
intra_model_stability,theme,L4,7_vs_8,openai,openai_run8,0.9532,113.0,Almost Perfect,,
intra_model_stability,theme,L4,7_vs_9,openai,openai_run9,0.942,113.0,Almost Perfect,,
intra_model_stability,theme,L4,7_vs_10,openai,openai_run10,0.9418,113.0,Almost Perfect,,
intra_model_stability,theme,L4,8_vs_9,openai,openai_run9,0.9185,113.0,Almost Perfect,,
intra_model_stability,theme,L4,8_vs_10,openai,openai_run10,0.9649,113.0,Almost Perfect,,
intra_model_stability,theme,L4,9_vs_10,openai,openai_run10,0.9305,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L4,mean_of_45_pairs,openai,openai_all_pairs,0.9375,,Almost Perfect,0.0195,45.0
intra_model_stability,code,L5,1_vs_2,openai,openai_run2,0.9521,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_3,openai,openai_run3,0.952,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_4,openai,openai_run4,0.9235,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_5,openai,openai_run5,0.9519,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_6,openai,openai_run6,0.9617,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_7,openai,openai_run7,0.9423,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_8,openai,openai_run8,0.9426,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_9,openai,openai_run9,0.9139,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_10,openai,openai_run10,0.9327,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_3,openai,openai_run3,0.9234,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_4,openai,openai_run4,0.9141,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_5,openai,openai_run5,0.9233,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_6,openai,openai_run6,0.9618,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_7,openai,openai_run7,0.9137,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_8,openai,openai_run8,0.9332,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_9,openai,openai_run9,0.9046,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_10,openai,openai_run10,0.9329,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_4,openai,openai_run4,0.8949,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_5,openai,openai_run5,0.9424,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_6,openai,openai_run6,0.933,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_7,openai,openai_run7,0.9135,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_8,openai,openai_run8,0.9331,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_9,openai,openai_run9,0.9044,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_10,openai,openai_run10,0.9424,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_5,openai,openai_run5,0.933,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_6,openai,openai_run6,0.9046,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_7,openai,openai_run7,0.9043,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_8,openai,openai_run8,0.9048,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_9,openai,openai_run9,0.9428,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_10,openai,openai_run10,0.8948,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_6,openai,openai_run6,0.9521,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_7,openai,openai_run7,0.9134,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_8,openai,openai_run8,0.9522,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_9,openai,openai_run9,0.8948,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_10,openai,openai_run10,0.9423,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_7,openai,openai_run7,0.9233,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_8,openai,openai_run8,0.9428,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_9,openai,openai_run9,0.8951,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_10,openai,openai_run10,0.9712,113.0,Almost Perfect,,
intra_model_stability,code,L5,7_vs_8,openai,openai_run8,0.9235,113.0,Almost Perfect,,
intra_model_stability,code,L5,7_vs_9,openai,openai_run9,0.8947,113.0,Almost Perfect,,
intra_model_stability,code,L5,7_vs_10,openai,openai_run10,0.9326,113.0,Almost Perfect,,
intra_model_stability,code,L5,8_vs_9,openai,openai_run9,0.8763,113.0,Almost Perfect,,
intra_model_stability,code,L5,8_vs_10,openai,openai_run10,0.9331,113.0,Almost Perfect,,
intra_model_stability,code,L5,9_vs_10,openai,openai_run10,0.8852,113.0,Almost Perfect,,
intra_model_stability_mean,code,L5,mean_of_45_pairs,openai,openai_all_pairs,0.9258,,Almost Perfect,0.0223,45.0
intra_model_stability,theme,L5,1_vs_2,openai,openai_run2,0.9533,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_3,openai,openai_run3,0.9648,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_4,openai,openai_run4,0.9418,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_5,openai,openai_run5,0.9883,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_6,openai,openai_run6,0.9766,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_7,openai,openai_run7,0.965,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_8,openai,openai_run8,0.9534,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_9,openai,openai_run9,0.9416,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_10,openai,openai_run10,0.9649,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_3,openai,openai_run3,0.9416,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_4,openai,openai_run4,0.942,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_5,openai,openai_run5,0.965,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_6,openai,openai_run6,0.9651,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_7,openai,openai_run7,0.9188,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_8,openai,openai_run8,0.9536,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_9,openai,openai_run9,0.9419,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_10,openai,openai_run10,0.9534,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_4,openai,openai_run4,0.9533,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_5,openai,openai_run5,0.953,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_6,openai,openai_run6,0.9415,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_7,openai,openai_run7,0.9299,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_8,openai,openai_run8,0.9416,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_9,openai,openai_run9,0.9298,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_10,openai,openai_run10,0.953,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_5,openai,openai_run5,0.9534,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_6,openai,openai_run6,0.9419,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_7,openai,openai_run7,0.9305,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_8,openai,openai_run8,0.942,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_9,openai,openai_run9,0.9768,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_10,openai,openai_run10,0.9301,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_6,openai,openai_run6,0.9883,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_7,openai,openai_run7,0.9534,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_8,openai,openai_run8,0.965,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_9,openai,openai_run9,0.9533,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_10,openai,openai_run10,0.9766,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_7,openai,openai_run7,0.9419,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_8,openai,openai_run8,0.9535,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_9,openai,openai_run9,0.9418,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_10,openai,openai_run10,0.9883,113.0,Almost Perfect,,
intra_model_stability,theme,L5,7_vs_8,openai,openai_run8,0.942,113.0,Almost Perfect,,
intra_model_stability,theme,L5,7_vs_9,openai,openai_run9,0.9303,113.0,Almost Perfect,,
intra_model_stability,theme,L5,7_vs_10,openai,openai_run10,0.9301,113.0,Almost Perfect,,
intra_model_stability,theme,L5,8_vs_9,openai,openai_run9,0.9187,113.0,Almost Perfect,,
intra_model_stability,theme,L5,8_vs_10,openai,openai_run10,0.9417,113.0,Almost Perfect,,
intra_model_stability,theme,L5,9_vs_10,openai,openai_run10,0.93,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L5,mean_of_45_pairs,openai,openai_all_pairs,0.9503,,Almost Perfect,0.0174,45.0
